Web,React,108
Web,Angular,11
Web,Next.js,1
Systems,CSS,97.60639293333833
Systems,SCSS,2.393607066661676
Backend,JavaScript,76.78360593769547
Backend,Ruby,19.571129533400132
Backend,Python,3.495762460548615
Backend,PHP,0.14950206835577776
